"Ovr","Name","Team","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18"
"185.4","Javonte Williams","DEN","4.6","7.9","13.7","7.4","10.1","8.3","14.2","5.8","11.1","5.9","","18.6","26.8","20.8","10.1","9","3.7","7.4"
"32.6","Salvon Ahmed","MIA","3.8","1.7","0","2.3","3.1","4.2","6.2","3.3","0.6","2","","3.1","2.3","","","","",""
"0","Darius Bradwell","LAC","","","","","","","","","","","","0","","","","","",""
"8.7","Alex Armah","WAS","","0","0.5","0.2","0","","0.2","6.6","1.2","0","0","","","","0","","","0"
"122.2","Mike Davis","ATL","8.7","9.8","9","9.6","13.1","","1","9.1","2.3","1.8","3.6","5.6","14.9","11.1","2.1","4","12.2","4.3"
"59.6","Jeremy McNichols","TEN","4.8","4.4","8.1","12.5","4.5","0","1.5","4.8","5","1.3","","","","1.6","6.6","3.1","1.4",""
"118.7","Rashaad Penny","SEA","0.8","","","","","","0.9","0.7","","","1.9","","6.7","26.3","5.4","19.5","31.5","25"
"78.2","Ronald Jones","TB","1.4","4.1","1.1","8.5","4.1","3.4","6.3","2.4","","0","9.3","9.7","0.7","0.8","8.1","15.1","3.2",""
"3.1","La'Mical Perine","NYJ","","","","","","","0","0.3","","","","","","2.8","","","",""
"109.9","Rhamondre Stevenson","NE","1.6","","","","2.3","13.7","","3.6","11.6","25.4","8","4.6","7.8","","4.5","","22.7","4.1"
"6.4","Ito Smith","DAL","","","","","","","","","","","","","","","","","","6.4"
"0.5","Jake Funk","LA","","0","0.6","","","","","","","","","","","","","-0.1","0",""
"0","Paul Quessenberry","HST","","","","","","","","","","","","","","","","0","",""
"96.6","Nyheim Hines","IND","11.2","2.7","16.4","2.1","1.8","2.7","1.7","4.4","18.8","3.9","3.1","4.4","7.1","","7.3","2.3","3.8","2.9"
"43.8","Carlos Hyde","JAX","6.8","0.7","4.4","","1.3","0","","10.2","7.8","0.9","0","1.6","8.8","1.3","","","",""
"48","Jeff Wilson Jr.","SF","","","","","","","","","","2.8","6.3","1.2","0","5.6","18.9","13.2","0","0"
"91.4","D'Onta Foreman","TEN","","","","","","","","","2.9","8.8","4.5","11.7","","13.2","14.5","7.7","19.2","8.9"
"0","Matthew Adams","IND","","0","","","","","","","","","","","","","","","",""
"95.7","Zack Moss","BUF","","16.4","16.6","12.1","10.7","4.9","","8.8","3.4","8.7","0.5","","4.3","","","3","3.9","2.4"
"0","Mike Hilton","CIN","","","0","","","","","","","","","","","","","","",""
"3.4","Kylin Hill","GB","1.4","0.8","","","1","","0.2","","","","","","","","","","",""
"27.3","Godwin Igwebuike","DET","","","","","","","","7.3","","11.6","0.1","1.1","2.6","2.5","2.1","0","",""
"211.2","Alvin Kamara","NO","16.6","5","19.3","12","26.7","","28.9","15.1","18.4","","","","","22.5","4.1","6.9","18.5","17.2"
"71.9","Khalil Herbert","CHI","0","","0","0.7","7.5","18.2","15.8","7.8","1.3","","0","0.9","3.2","0.3","4.9","9.3","0.9","1.1"
"3.6","Adam Prentice","NO","","","","","","","","","","","","1.5","0","0","0","0.2","1.1","0.8"
"77.2","Justin Jackson","LAC","1.2","3.4","0","3.3","","1.2","","7.9","","","0.2","","3.1","4.7","10.4","32.2","7.6","2"
"177.8","Devin Singletary","BUF","9.5","16.1","3.1","9.1","2.8","6.8","","3.4","9.4","11.4","5.8","5.3","3.6","11.9","16.1","16.3","23","24.2"
"18.5","J.J. Taylor","NE","","0.3","1.5","0.5","","","15.1","","","1.1","","","","","","","",""
"1.1","Buddy Howell","LA","","","","","","","","1.1","","","","","","","","","",""
"67.3","David Johnson","HST","10.3","5.7","1.1","6.3","7.6","2.6","7.7","0.8","5.5","","4.9","6.5","","","3.2","","","5.1"
"178.1","Derrick Henry","TEN","9.2","44.7","15.9","24.7","31","34.6","11.2","6.8","","","","","","","","","",""
"5.1","Jason Huntley","PHI","","","","","","","","","","","","","","","","","","5.1"
"70.5","Ameer Abdullah","CAR","2.9","0","2.4","0.7","0.2","","","8.1","5","7.1","0.6","3.4","","4.3","13.5","2.4","7.2","12.7"
"0.9","Nick Bellore","SEA","","0","","0","0","0","0","0","","","","","0","0.9","","0","0","0"
"21","Malcolm Brown","MIA","1.6","2.1","9.1","3.2","0","3.6","1.4","","","","","","","","","","",""
"123.8","Chase Edmonds","ARZ","12.6","10","11","15.9","4.9","6.5","9.5","14.4","0.3","","","","","","5.3","22.7","10.7",""
"0","Taiwan Jones","BUF","","","","","","","","0","","","","","","","","","",""
"37.4","Ty'Son Williams","BLT","16.9","10.3","2.2","","3.1","","4.4","","0","","","0.1","","","","","","0.4"
"29.4","Elijhaa Penny","NYG","0","0.5","0.6","0","0.4","8.1","2.4","2.1","3.7","","0","0","0","7.6","0","4","0","0"
"17.2","Jalen Richard","LV","","","","","0.9","0.8","4","","2.8","0.8","","0","","","0","1.4","2.8","3.7"
"109","Christian McCaffrey","CAR","23.2","22.2","5","","","","","","12.6","21.1","21.4","3.5","","","","","",""
"191.3","Dalvin Cook","MIN","19.4","15.8","","5.4","","21.3","","7.8","13.7","19.3","19","13.3","","34.7","10.1","","2.8","8.7"
"16.5","Joshua Kelley","LAC","","","","","1.7","0.7","","","1.5","0.6","","3","0","4.3","2.1","2.6","0",""
"268.9","Joe Mixon","CIN","23","7.6","9.9","13.2","10","23.8","11.9","23.1","25.5","","24.3","30.3","11.4","7.8","6.5","28.5","12.1",""
"0","Tory Carter","TEN","","","0","0","","0","","0","","0","0","0","","0","","","",""
"13","Wayne Gallman","MIN","","","","2.9","0.2","","0.2","","","8.1","-0.3","1.9","","","","","",""
"87.5","Kenyan Drake","LV","9.5","8","7.2","0.2","1.1","20.3","15.4","","13","4.1","3.4","4","1.3","","","","",""
"44.9","Peyton Barber","LV","","3.2","21.7","0","","","","","","","0.3","","0.7","3","5.1","8.7","2.2",""
"2.5","Trey Ragas","LV","","","","","","","","","","","","","","2.5","","","",""
"58.8","Kyle Juszczyk","SF","1.2","2.7","13.1","6.1","5","","0","1.6","2.4","1.1","1.2","4.7","3.1","1","7.7","6","1.9","0"
"221.1","Leonard Fournette","TB","8.4","9.6","4.9","15.4","19","27.7","16","5.8","","13.2","10.4","40.6","18.7","21.2","10.2","","",""
"162.4","James Robinson","JAX","6.9","7.9","22.4","20.1","21.2","17.6","","4.4","","16.4","10.8","13","4","0.4","16.3","1","",""
"24.6","Adrian Peterson","SEA","","","","","","","","","9.1","2.5","5.4","","7.6","","","","",""
"49.6","DeeJay Dallas","SEA","1.5","","","0","4.9","7.5","0","0.6","","","9.2","5.6","0","1.6","12.7","5.8","0.1","0.1"
"12.1","Benny Snell Jr.","PIT","","0.1","0","0","2","","","1.2","0.6","0.4","0.7","0.5","1.3","-0.2","","3.1","0.2","2.2"
"19.7","Qadree Ollison","ATL","","","","","","","","","","","4.4","","2","2.3","1.2","0","1.9","7.9"
"172.5","Darrel Williams","KC","0.4","5.8","4.9","12.8","6","22.4","6.5","14","9.2","24.9","3.1","","9.5","11.4","1.2","10","24.2","6.2"
"97.1","Mark Ingram II","NO","14.5","4.5","2.5","2.4","4.1","9.1","4.2","6.2","8.9","18.8","14.3","","3.1","","2.8","1.7","",""
"31.7","Craig Reynolds","DET","","","","","","","","","","","","","","10.9","12.2","6.6","1.8","0.2"
"0.4","Trenton Cannon","SF","0.5","-0.1","","0","","","","","","","","","","","","","",""
"42.3","Chris Evans","CIN","","1.9","3.6","0","2.5","14.2","","","1.6","","1.2","3.3","","","0","0.1","0","13.9"
"94.6","D'Ernest Johnson","CLV","","0","0.9","","","1.4","23.8","9.4","1.6","19.2","2.6","0","","3.4","3.5","7.1","1.9","19.8"
"3.8","Jaylen Samuels","HST","","","","","","","","","","","","","0.2","","","0","3.6",""
"0","Artavis Pierce","CHI","","","","","","0","","","","","","","","","","","",""
"16.2","Patrick Taylor Jr.","GB","","","","","","","","","","0.7","1.1","","","0","","","1.8","12.6"
"25.9","Corey Clement","DAL","0","0","0","","","","","","0","3","","","","5.1","","1.8","","16"
"6.7","Wendell Smallwood","WAS","","","","","","","","","","","","","3.5","","","","3.2",""
"41.2","Matt Breida","BUF","0.4","0","","","","","","","","18.5","7.2","12.5","1.3","1.2","0.1","","","0"
